name	latitude_deg	longitude_deg
Roosevelt Municipal Airport	40.27830124	-110.0510025
Turner County Airport	31.68549919	-83.63210297
Van Zandt County Regional Airport	32.68149948	-95.98410034
Marine City Airport	42.72090149	-82.59570313
Winters Municipal Airport	31.94720078	-99.9858017
Marlette Airport	43.3117981	-83.09089661
Hobby Field	43.93080139	-123.0070038
San Augustine County Airport	31.53960037	-94.17050171
Rankin Airport	40.33330154	-94.83360291
Philippi Barbour County Regional Airport	39.16619873	-80.06259918
South Alabama Regional At Bill Benton Field Airport	31.30879974	-86.39379883
Fort Benton Airport	47.8451004	-110.6360016
Greensboro Municipal Airport	32.68149948	-87.66210175
Lanett Municipal Airport	32.81200027	-85.229599
Foster Field	42.46640015	-90.16940308
Roanoke Municipal Airport	33.12929916	-85.36660004
Stevenson Airport	34.88629913	-85.80329895
Avery County Morrison Field	35.94459915	-81.99569702
Northampton Airport	42.3280983	-72.61139679
Skylark Airpark	41.9292984	-72.57450104
Baldwin Municipal Airport	43.87549973	-85.84210205
Germack Airport	41.77780151	-80.90399933
Caddo Mills Municipal Airport	33.03620148	-96.24310303
Canton Hackney Airport	32.58620071	-95.86270142
Clifton Municipal Isenhower Field	31.81679916	-97.56700134
Ledgedale Airpark	43.18109894	-77.915802
Geauga County Airport	41.44960022	-81.06289673
Canton Municipal Airport	43.30889893	-96.57099915
Orleans Airport	38.65840149	-86.44300079
Ohio County Airport	37.45830154	-86.84999847
Kenmare Municipal Airport	48.66759872	-102.0479965
Martin Field	42.45420074	-96.47250366
Linton Municipal Airport	46.21829987	-100.2450027
Post Air Airport	39.75	-86.01390076
Mc Gehee Municipal Airport	33.62020111	-91.3647995
Mountain View Wilcox Memorial Field	35.86449814	-92.09030151
Bearce Airport	34.52930069	-93.52709961
Osceola Municipal Airport	35.69110107	-90.01010132
Ozark Franklin County Airport	35.51070023	-93.83930206
Rector Airport	36.25009918	-90.31950378
Salem Airport	36.35589981	-91.83100128
Corning Painted Post Airport	42.17589951	-77.11219788
Ronan Airport	47.56719971	-114.1009979
Twin Bridges Airport	45.53379822	-112.3030014
Independence State Airport	44.86700058	-123.197998
White Sulphur Springs Airport	46.5041008	-110.913002
Valier Airport	48.29999924	-112.2509995
Lenhardt Airpark	45.18040085	-122.7429962
Seven Springs Airport	40.00999832	-79.32189941
Skywest Inc Airport	31.85849953	-102.0739975
North Fork Valley Airport	38.83169937	-107.6460037
Big Foot Airfield	42.52569962	-88.65299988
Brush Municipal Airport	40.26390076	-103.5810013
Camp Guernsey Airport	42.25960159	-104.7279968
Red Cloud Municipal Airport	40.08470154	-98.54060364
Julesburg Municipal Airport	40.97079849	-102.3150024
City of Las Animas Bent County Airport	38.05279922	-103.2369995
Henry County Airport	41.3742981	-84.06790161
Hyde County Airport	35.56240082	-75.9552002
Bagley Municipal Airport	47.52500153	-95.3608017
Clare County Airport	44.05279922	-84.8125
Antlers Municipal Airport	34.19260025	-95.64990234
Quincy Municipal Airport	47.21160126	-119.8399963
Oxford County Regional Airport	44.15739822	-70.48130035
San Saba County Municipal Airport	31.23520088	-98.71700287
Marion County Airport	32.28239822	-84.50350189
Mauston New Lisbon Union Airport	43.83869934	-90.13770294
Ferguson Airport	30.3987999	-87.34860229
Pine Bluffs Municipal Airport	41.15330124	-104.1299973
Mackinac County Airport	45.89170074	-84.73809814
Cheyenne Eagle Butte Airport	44.9844017	-101.2509995
Smithville Crawford Municipal Airport	30.03050041	-97.16690063
Carnegie Municipal Airport	35.12360001	-98.57520294
Hiawatha Municipal Airport	39.87919998	-95.52529907
Yazoo County Airport	32.8832016	-90.46360016
El Dorado Springs Memorial Airport	37.8567009	-93.99909973
Blackhawk Airfield	43.10490036	-89.1855011
Allendale County Airport	32.99509811	-81.27020264
Eureka Airport	48.97380066	-115.0759964
Spicewood Airport	30.47800064	-98.12110138
Albertville Regional Thomas J Brumlik Field	34.22909927	-86.25579834
Guntersville Municipal Joe Starnes Field	34.3993988	-86.27020264
Livingston Municipal Airport	36.41210175	-85.31159973
Wilgrove Air Park	35.21379852	-80.67009735
Steven A. Bean Municipal Airport	44.9919014	-70.66459656
Hawthorne Feather Airpark	43.06669998	-71.89949799
Tanner Hiller Airport	42.35639954	-72.13009644
Mathews Memorial Airport	41.76340103	-91.1529007
New Holstein Municipal Airport	43.94419861	-88.1135025
Sisseton Municipal Airport	45.67079926	-96.99620056
Clark County Airport	44.89500046	-97.71080017
Crosbyton Municipal Airport	33.62379837	-101.2409973
Greater Morris County Airport	33.12680054	-94.69879913
Murdo Municipal Airport	43.85169983	-100.711998
Willard Airport	41.0387001	-82.72460175
Corry Lawrence Airport	41.9076004	-79.64109802
Harrison County Airport	40.23839951	-81.01290131
Tomlinson Field	47.69639969	-99.1312027
Harper Municipal Airport	37.27819824	-98.04350281
Booneville Baldwyn Airport	34.59080124	-88.64759827
Garland Airport	44.80649948	-84.27619934
Providence Webster County Airport	37.42480087	-87.73609924
Skydive Chicago Airport	41.39979935	-88.79389954
Danville Airport	40.95149994	-76.6427002
Starr Browning Airstrip	48.60139847	-113.1149979
Polson Airport	47.69540024	-114.1849976
Live Oak County Airport	28.3628006	-98.11650085
San Geronimo Airpark	29.51049995	-98.79840088
Schafer Usfs Airport	48.08750153	-113.2509995
Terry Airport	46.77709961	-105.3130035
Townsend Airport	46.33119965	-111.4830017
Del Norte Municipal & County Airport	37.71360016	-106.3539963
Stuart Atkinson Municipal Airport	42.5625	-99.03790283
Parkston Municipal Airport	43.37919998	-97.97119904
Springfield Municipal Airport	37.45869827	-102.6179962
New Market Airport	38.65570068	-78.70809937
Washington County Airport	37.92919922	-90.73149872
Leaders Clear Lake Airport	45.44440079	-93.97109985
Broken Bow Airport	34.01399994	-94.75859833
Horton Municipal Airport	39.67919922	-95.53359985
Arrowhead Airport	35.15629959	-95.62129974
Chattanooga Sky Harbor Airport	34.36869812	-98.68209839
Richland Airport	43.28340149	-90.2983017
Mignon Laird Municipal Airport	35.60749817	-99.70469666
David City Municipal Airport	41.23089981	-97.12290192
Whiskey Creek Airport	32.76200104	-108.2080002
Cassville Municipal Airport	36.69739914	-93.90049744
Lackey Aviation Airport	29.26609993	-96.00769806
Beulah Airport	47.25080109	-101.814003
Stallion Army Air Field	33.81900024	-106.6449966
Cleveland Municipal Airport	36.28379822	-96.46330261
Tuscola Airport	39.78089905	-88.30619812
Walhalla Municipal Airport	48.94060135	-97.90280151
Ekalaka Airport	45.87779999	-104.5370026
Allison Municipal Airport	42.76390076	-92.80439758
Onida Municipal Airport	44.70080185	-100.1009979
Bamberg County Airport	33.30450058	-81.10839844
Crawford Airport	38.70420074	-107.6439972
Lumpkin County Wimpys Airport	34.57929993	-84.02069855
Covington Municipal Airport	33.63249969	-83.84960175
Lawrence County Airport	34.65940094	-87.34880066
Barwick Lafayette Airport	34.68859863	-85.29039764
Evart Municipal Airport	43.89590073	-85.27919769
Highmore Municipal Airport	44.54159927	-99.44619751
Gregory Municipal Flynn Field	43.22169876	-99.40329742
Harding County Airport	45.58060074	-103.5299988
Deck Airport	40.35179901	-76.32959747
Cando Municipal Airport	48.47999954	-99.23590088
Hastings Airport	42.66360092	-85.34629822
Dublin Municipal Airport	32.06819916	-98.32530212
Hoven Municipal Airport	45.25759888	-99.79779816
Sycamore Strip	32.62850189	-97.35359955
Prices Airport	42.80759811	-83.76989746
Akron Airport	43.02109909	-78.48249817
Ebensburg Airport	40.46120071	-78.77519989
Ellsworth Municipal Airport	38.75040054	-98.22930145
Kingman Airport Clyde Cessna Field	37.66899872	-98.12390137
Edwards Af Aux North Base Airport	34.99079895	-117.862999
Ackerman Choctaw County Airport	33.30350113	-89.22840118
Kelly Airport	32.8492012	-91.40390015
Sheridan Municipal Airport	34.32839966	-92.35099792
Scobey Airport	48.80770111	-105.439003
Mineral County Airport	47.16830063	-114.8539963
Three Forks Airport	45.87810135	-111.5690002
Lexington Airport	45.45410156	-119.6900024
Turner Airport	48.85419846	-108.4089966
Austin Airport	39.4679985	-117.1949997
Dixon Airport	41.03829956	-107.4970016
Currant Ranch Airport	38.73600006	-115.4800034
Modisett Airport	42.73749924	-102.4449997
Martin Municipal Airport	43.16559982	-101.7129974
Eads Municipal Airport	38.47510147	-102.810997
Chamberlain Municipal Airport	43.76610184	-99.32129669
Williams Airport	30.15340042	-95.3219986
Weydahl Field	47.39279938	-102.7710037
Vaiden Field	32.51240158	-87.38559723
Eagle Airpark	34.88750076	-114.6159973
Sun Valley Airport	35.01250076	-114.5630035
California Pines Airport	41.41239929	-120.6839981
Scott Valley Airport	41.55820084	-122.8550034
Butte Valley Airport	41.8871994	-121.9759979
Dayton Valley Airpark	39.23839951	-119.5550003
Phoenix Regional Airport	32.99169922	-111.9209976
Colorado Springs East Airport	38.87440109	-104.4100037
Logan County Airport	40.15869904	-89.33499908
Apalachicola Regional Airport	29.72750092	-85.02749634
Colonel James Jabara Airport	37.74760056	-97.22109985
Houston Andra Airport	29.72249985	-95.58830261
Taylor County Airport	37.35829926	-85.30940247
Alturas Municipal Airport	41.48300171	-120.5650024
Lehigh Valley International Airport	40.65209961	-75.44080353
Abilene Regional Airport	32.41130066	-99.68190002
Albuquerque International Sunport Airport	35.04019928	-106.6090012
Aberdeen Regional Airport	45.44910049	-98.42179871
Southwest Georgia Regional Airport	31.53549957	-84.19450378
Antrim County Airport	44.98860168	-85.1984024
Souther Field	32.1108017	-84.18890381
Nantucket Memorial Airport	41.25310135	-70.06020355
Allen Parish Airport	30.75029945	-92.68830109
Waseca Municipal Airport	44.07350159	-93.55290222
Waco Regional Airport	31.61129951	-97.23049927
Arcata Airport	40.97809982	-124.1090012
Atlantic City International Airport	39.45759964	-74.57720184
Henderson Field	34.71789932	-78.00360107
Wadena Municipal Airport	46.45029831	-95.21099854
Lenawee County Airport	41.86769867	-84.07730103
Ada Municipal Airport	34.8042984	-96.6713028
Ardmore Municipal Airport	34.30301	-97.0196342
Addison Airport	32.96860123	-96.83640289
Atwood-Rawlins County City Airport	39.84009933	-101.0419998
Audubon County Airport	41.70140076	-94.92050171
Andrews Air Force Base	38.81079865	-76.86699677
Kake Seaplane Base	56.97299957	-133.9459991
Double Eagle II Airport	35.14519882	-106.7949982
Central Colorado Regional Airport	38.81420135	-106.1210022
Albert Lea Municipal Airport	43.68149948	-93.36720276
Alexandria International Airport	31.32740021	-92.54979706
USAF Academy Airfield	38.96969986	-104.8130035
Washington County Airport	40.13650131	-80.29019928
Nebraska City Municipal Airport	40.60689926	-95.86569977
Jaffrey Airport Silver Ranch Airport	42.80509949	-72.00299835
Afton Municipal Airport	42.71120071	-110.9420013
Anson County Airport	35.02059937	-80.07710266
Fort Worth Alliance Airport	32.98759842	-97.31880188
Allegheny County Airport	40.35440063	-79.93019867
Magnolia Municipal Airport	33.22800064	-93.21700287
MacDill Air Force Base Auxiliary Field	27.65060043	-81.34940338
Augusta Regional At Bush Field	33.36989975	-81.96450043
Wagner Municipal Airport	43.06330109	-98.29620361
Amedee Army Air Field	40.26620102	-120.1529999
Amery Municipal Airport	45.28110123	-92.37539673
Athens Ben Epps Airport	33.94860077	-83.32630157
Wahoo Municipal Airport	41.24129868	-96.59400177
Alliance Municipal Airport	42.05319977	-102.8040009
Hopkins Field	38.23880005	-108.5630035
Anderson Municipal Darlington Field	40.10860062	-85.61299896
Langlade County Airport	45.15420151	-89.11070251
Aiken Municipal Airport	33.6493988	-81.68499756
Atlantic Municipal Airport	41.40729904	-95.04689789
Aitkin Municipal Steve Kurtz Field	46.54840088	-93.67680359
George Downer Airport	33.10649872	-88.19779968
Atlantic City Municipal Bader Field	39.36000061	-74.45610046
Lee C Fine Memorial Airport	38.09600067	-92.54949951
Mount Carmel Municipal Airport	38.60649872	-87.72669983
Corona Municipal Airport	33.89770126	-117.6019974
Habersham County Airport	34.49990082	-83.55670166
Blake Field	38.78639984	-108.064003
Gastonia Municipal Airport	35.20259857	-81.14990234
Colorado Plains Regional Airport	40.17559814	-103.2220001
Wakefield Municipal Airport	36.98720169	-77.00109863
Akron Fulton International Airport	41.03749847	-81.46690369
Albany International Airport	42.74829865	-73.80169678
Alice International Airport	27.74090004	-98.02690125
Alamogordo White Sands Regional Airport	32.83990097	-105.9909973
St Louis Regional Airport	38.89030075	-90.04599762
Waterloo Regional Airport	42.55709839	-92.40029907
San Luis Valley Regional Bergman Field	37.43489838	-105.8669968
Walla Walla Regional Airport	46.09489822	-118.288002
Thomas C Russell Field	32.91469955	-85.96299744
Rick Husband Amarillo International Airport	35.2193985	-101.7060013
Bacon County Airport	31.53610039	-82.50659943
RPD Airport	43.32210159	-84.68800354
Alexander Salamon Airport	38.85150146	-83.56629944
Ames Municipal Airport	41.99200058	-93.62180328
Anniston Metropolitan Airport	33.58819962	-85.85810089
Anderson Regional Airport	34.49459839	-82.70939636
Anoka County-Blaine Arpt(Janes Field) Airport	45.14500046	-93.21140289
Sault Ste Marie Municipal Sanderson Field	46.47919846	-84.36840057
Harriet Alexander Field	38.53829956	-106.0490036
Lee Airport	38.94290161	-76.56839752
Tri State Steuben County Airport	41.63970184	-85.08350372
Ainsworth Municipal Airport	42.57920074	-99.99299622
Anthony Municipal Airport	37.15850067	-98.07959747
Arco Butte County Airport	43.60350037	-113.3339996
Lima Allen County Airport	40.70690155	-84.02670288
Altoona Blair County Airport	40.29639816	-78.31999969
Ava Bill Martin Memorial Airport	36.97190094	-92.68190002
Centennial Airport	39.57009888	-104.848999
Napa County Airport	38.21319962	-122.2809982
Naples Municipal Airport	26.15259933	-81.77529907
Phillips Army Air Field	39.46620178	-76.16880035
A P Hill Aaf (Fort A P Hill) Airport	38.06890106	-77.31829834
Alpena County Regional Airport	45.0780983	-83.56030273
Marion County Brown Field	35.06069946	-85.58529663
Apple Valley Airport	34.57529831	-117.185997
Zapata County Airport	26.96879959	-99.24890137
Kamulai Airport	-8.150694444	146.834
Llano Municipal Airport	30.78370094	-98.66200256
Appleton Municipal Airport	45.22750092	-96.00430298
Atoka Municipal Airport	34.39830017	-96.14810181
Harriman and West Airport	42.69589996	-73.17040253
Acadiana Regional Airport	30.03779984	-91.8839035
Ann Arbor Municipal Airport	42.22299957	-83.74559784
Walnut Ridge Regional Airport	36.1246667	-90.9251111
Wharton Regional Airport	29.25429916	-96.15440369
Aurora Municipal Airport	41.77190018	-88.47570038
Watertown International Airport	43.9919014	-76.021698
Lakeland-Noble F. Lee Memorial field	45.92789841	-89.73090363
Beaufort County Airport	32.41220093	-80.63439941
Slidell Airport	30.3451004	-89.82080078
Aspen-Pitkin Co/Sardy Field	39.22320175	-106.8690033
Springdale Municipal Airport	36.17639923	-94.11930084
Boire Field	42.78170013	-71.51480103
Tri County Airport	36.29750061	-77.17089844
Harrison County Airport	32.52050018	-94.30780029
Talladega Municipal Airport	33.56990051	-86.05090332
Astoria Regional Airport	46.15800095	-123.8789978
Warsaw Municipal Airport	41.27470016	-85.84010315
John F Kennedy Memorial Airport	46.54850006	-90.91899872
Ashley Municipal Airport	46.02389908	-99.3526001
Hall Miller Municipal Airport	33.10179901	-94.19529724
Hartsfield Jackson Atlanta International Airport	33.63669968	-84.42810059
Artesia Municipal Airport	32.85250092	-104.4680023
Outagamie County Regional Airport	44.2580986	-88.51909637
Watertown Regional Airport	44.91400146	-97.15470123
Augusta State Airport	44.3205986	-69.79730225
Aurora Municipal Al Potter Field	40.89410019	-97.99459839
Austin Municipal Airport	43.66500092	-92.93340302
Auburn Municipal Airport	38.95479965	-121.0820007
Auburn Opelika Robert G. Pitts Airport	32.61510086	-85.43399811
Austin Bergstrom International Airport	30.19449997	-97.66989899
Wausau Downtown Airport	44.92620087	-89.62660217
Mecklenburg Brunswick Regional Airport	36.68830109	-78.05449677
Alva Regional Airport	36.77320099	-98.66989899
Asheville Regional Airport	35.43619919	-82.54180145
Avon Park Executive Airport	27.59119987	-81.52780151
Wilkes Barre Scranton International Airport	41.33850098	-75.7233963
Marana Regional Airport	32.4095993	-111.2180023
Catalina Airport	33.4048996	-118.4160004
Washington Municipal Airport	41.27610016	-91.67340088
West Memphis Municipal Airport	35.13510132	-90.23439789
Arlington Municipal Airport	48.16070175	-122.1589966
Algona Municipal Airport	43.07789993	-94.27200317
Houston Southwest Airport	29.5060997	-95.47689819
Chandler Field	45.86629868	-95.3946991
Clarion County Airport	41.22579956	-79.44100189
Altus Quartz Mountain Regional Airport	34.69639969	-99.34030151
